AECGRegion,AgeID,ASGSRemoteness,Average of Average of Latitude,Average of Average of Longitude,Average of Average of PostCode,Day,Day_4,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,ICSEA_Value,indigenous_pct,LateOpeningSchool,lbote_pct,lga,LocalHealthDistrict,Month,Month_3,OperationalDirectorate,OpportunityClass,Phone,Preschool,PrincipalNetwork,Quarter,Quarter_2,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses,Year,Year_1
Riverina 2,1,Outer Regional Australia,-33.97571,145.709221,2652.00,3,10,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6965 1309,Farrer,906,13,Yes,np,Carrathool (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6965 1207,No,Griffith,Qtr 3,Qtr 1,1,goolgowi-p.school@det.nsw.edu.au,Co-Ed,Primary School,Goolgowi Public School,Comprehensive,Kinder to Year 6,Not Selective,Penney St,47,Goolgowi,"",2017,1927
Riverina 2,1,Outer Regional Australia,-34.504747,144.839262,2711.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6993 1223,Farrer,910,15,Yes,np,Hay (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6993 1408,No,Deniliquin,Qtr 3,Qtr 1,1,haywarmem-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Hay War Memorial High School,Comprehensive,Year 7 to Year 12,Not Selective,Pine St,185.6,Hay,"",2017,1918
Riverina 2,1,Remote Australia,-33.479904,145.54026,2675.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6967 2385,Farrer,927,19,Yes,9,Carrathool (A),Murrumbidgee,July,February,Dubbo & Wagga Wagga,No,6967 2277,No,Griffith,Qtr 3,Qtr 1,1,hillston-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Hillston Central School,Comprehensive,Kinder to Year 12,Not Selective,62-80 Moore St,149.8,Hillston,"",2017,1882
Riverina 2,1,Remote Australia,-33.86704,144.886395,2711.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,6993 8167,Farrer,1055,0,Yes,0,Hay (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,6993 8107,No,Deniliquin,Qtr 3,Qtr 1,1,booligal-p.school@det.nsw.edu.au,Co-Ed,Primary School,Booligal Public School,Comprehensive,Kinder to Year 6,Not Selective,Harvey St,10,Booligal,"",2017,1871
Riverina 3,1,Outer Regional Australia,-34.635575,143.564769,2715.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5020 2269,Farrer,899,27,Yes,4,Balranald (A),Far West,July,September,Dubbo & Wagga Wagga,No,03 5020 2222,No,Deniliquin,Qtr 3,Qtr 3,1,balranald-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Balranald Central School,Comprehensive,Kinder to Year 12,Not Selective,We St,151.6,Balranald,"",2017,1865
Riverina 3,1,Outer Regional Australia,-34.169471,142.181315,2739.00,3,6,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5021 2316,Farrer,861,42,Yes,np,Wentworth (A),Far West,July,January,Dubbo & Wagga Wagga,No,03 5023 2260,No,Far West,Qtr 3,Qtr 1,1,buronga-p.school@det.nsw.edu.au,Co-Ed,Primary School,Buronga Public School,Comprehensive,Kinder to Year 6,Not Selective,Chapman St,95,Buronga,"",2017,1942
Riverina 3,1,Outer Regional Australia,-34.179608,142.222652,2738.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5024 8627,Farrer,1026,np,Yes,3,Wentworth (A),Far West,July,May,Dubbo & Wagga Wagga,No,03 5024 8401,No,Far West,Qtr 3,Qtr 2,1,golgol-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gol Gol Public School,Comprehensive,Kinder to Year 6,Not Selective,William St,196,Gol Gol,"",2017,1882
Riverina 3,1,Outer Regional Australia,-34.103249,141.918751,2648.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5027 3778,Farrer,853,32,Yes,6,Wentworth (A),Far West,July,August,Dubbo & Wagga Wagga,No,03 5027 3146,No,Far West,Qtr 3,Qtr 3,1,wentworth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wentworth Public School,Comprehensive,Kinder to Year 6,Not Selective,93-107 Darling Street,144,Wentworth,"",2017,1860
Riverina 3,1,Outer Regional Australia,-34.091148,142.040358,2717.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5027 4680,Farrer,549,95,Yes,14,Wentworth (A),Far West,July,January,Dubbo & Wagga Wagga,No,03 5027 4586,No,Far West,Qtr 3,Qtr 1,1,dareton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Dareton Public School,Comprehensive,Kinder to Year 6,Not Selective,Matong St,58,Dareton,"",2017,1927
Riverina 3,1,Outer Regional Australia,-34.09598,142.060295,2717.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5027 4837,Farrer,899,24,Yes,5,Wentworth (A),Far West,July,January,Dubbo & Wagga Wagga,No,03 5027 4506,No,Far West,Qtr 3,Qtr 1,1,coomealla-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Coomealla High School,Comprehensive,Year 7 to Year 12,Not Selective,Silver City Hwy,292,Dareton,"",2017,1975
Riverina 3,1,Outer Regional Australia,-35.026575,143.338058,2736.00,3,4,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5030 5408,Farrer,942,8,Yes,5,Wakool (A),Murrumbidgee,July,January,Dubbo & Wagga Wagga,No,03 5030 5422,No,Deniliquin,Qtr 3,Qtr 1,1,tooleybuc-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Tooleybuc Central School,Comprehensive,Kinder to Year 12,Not Selective,Murray St,128,Tooleybuc,"",2017,1916
Riverina 3,1,Remote Australia,-33.398005,143.94199,2715.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5020 6890,Farrer,,0,Yes,0,Balranald (A),Far West,July,January,Dubbo & Wagga Wagga,No,03 5020 6896,No,Deniliquin,Qtr 3,Qtr 1,1,clare-p.school@det.nsw.edu.au,Co-Ed,Primary School,Clare Public School,Comprehensive,Kinder to Year 6,Not Selective,Booligal Rd,7,Clare,"",2017,1985
Riverina 3,1,Remote Australia,-34.025726,141.89493,2648.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5027 3659,Farrer,931,23,Yes,0,Wentworth (A),Far West,July,January,Dubbo & Wagga Wagga,No,03 5027 3486,No,Far West,Qtr 3,Qtr 1,1,pomona-p.school@det.nsw.edu.au,Co-Ed,Primary School,Pomona Public School,Comprehensive,Kinder to Year 6,Not Selective,West Bank Darling River Pomona Rd,26,Pomona,"",2017,1921
Riverina 3,1,Remote Australia,-33.845011,142.012741,2648.00,3,1,No,"Murrumbidgee, Far West & Western NSW",Murray,No,03 5027 9342,Farrer,914,np,Yes,0,Wentworth (A),Far West,July,January,Dubbo & Wagga Wagga,No,03 5027 9242,No,Far West,Qtr 3,Qtr 1,1,palinyewah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Palinyewah Public School,Comprehensive,Kinder to Year 6,Not Selective,Palinyewah Roadside Delivery,16,Wentworth,"",2017,1953
Upper North Coast,1,Inner Regional Australia,-28.851067,153.585664,2478.00,3,1,Credit,Mid North Coast & Northern NSW,Ballina,No,6686 0508,Richmond,951,16,No,6,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6686 0503,No,Richmond Valley,Qtr 3,Qtr 1,1,sthcross-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Southern Cross School,Comprehensive,Kinder to Year 12,Not Selective,Chickiba Drive,1514.7,East Ballina,"",2017,1971
Upper North Coast,1,Inner Regional Australia,-28.609512,153.439753,2482.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,02 6684 9283,Richmond,1011,np,No,28,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,02 6684 9134,No,Lismore,Qtr 3,Qtr 1,1,goonengerr-p.school@det.nsw.edu.au,Co-Ed,Primary School,Goonengerry Public School,Comprehensive,Kinder to Year 6,Not Selective,Goonengerry Road,40,Goonengerry,"",2017,1899
Upper North Coast,1,Inner Regional Australia,-28.838812,153.433756,2477.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6628 1223,Page,1013,5,No,6,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6628 5222,No,Richmond Valley,Qtr 3,Qtr 1,1,alstonvill-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Alstonville High School,Comprehensive,Year 7 to Year 12,Not Selective,Cawley Close,794.6,Alstonville,"",2017,1986
Upper North Coast,1,Inner Regional Australia,-28.82699,153.420113,2477.00,3,8,No,Mid North Coast & Northern NSW,Ballina,No,6628 1976,Page,1016,7,No,4,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6628 1302,No,Richmond Valley,Qtr 3,Qtr 1,1,wollongbar-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wollongbar Public School,Comprehensive,Kinder to Year 6,Not Selective,Simpson Ave,290,Wollongbar,"",2017,1900
Upper North Coast,1,Inner Regional Australia,-28.838471,153.438172,2477.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6628 5362,Page,1018,6,No,6,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,Yes,6628 0775,No,Richmond Valley,Qtr 3,Qtr 1,1,alstonvill-p.school@det.nsw.edu.au,Co-Ed,Primary School,Alstonville Public School,Comprehensive,Kinder to Year 6,Not Selective,Main St,540,Alstonville,"",2017,1875
Upper North Coast,1,Inner Regional Australia,-28.870683,153.406624,2477.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6629 5348,Page,993,9,No,10,Ballina (A),Northern NSW,July,February,Tamworth & Coffs Harbour,No,6629 5294,No,Richmond Valley,Qtr 3,Qtr 1,1,rous-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rous Public School,Comprehensive,Kinder to Year 6,Not Selective,Rous Mill Rd,74,Alstonville,"",2017,1881
Upper North Coast,1,Inner Regional Australia,-28.491203,153.540337,2483.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6680 2764,Richmond,1044,3,No,16,Byron (A),Northern NSW,July,August,Tamworth & Coffs Harbour,No,6680 2766,No,Lismore,Qtr 3,Qtr 3,1,oceanshore-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ocean Shores Public School,Comprehensive,Kinder to Year 6,Not Selective,166 Shara Boulevarde,357,Ocean Shores,"",2017,1893
Upper North Coast,1,Inner Regional Australia,-28.98367,153.457788,2477.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6683 4369,Page,,100,No,0,Ballina (A),Northern NSW,July,October,Tamworth & Coffs Harbour,No,6683 4251,No,Richmond Valley,Qtr 3,Qtr 4,1,cabbagetre-p.school@det.nsw.edu.au,Co-Ed,Primary School,Cabbage Tree Island Public School,Comprehensive,Kinder to Year 6,Not Selective,Cabbage Tree Island Rd,14,Cabbage Tree Island,"",2017,1893
Upper North Coast,1,Inner Regional Australia,-28.915114,153.506059,2478.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6683 4407,Page,965,np,No,np,Ballina (A),Northern NSW,July,February,Tamworth & Coffs Harbour,No,6683 4298,No,Richmond Valley,Qtr 3,Qtr 1,1,empirevale-p.school@det.nsw.edu.au,Co-Ed,Primary School,Empire Vale Public School,Comprehensive,Kinder to Year 6,Not Selective,River Drive,36,Empire Vale,"",2017,1877
Upper North Coast,1,Inner Regional Australia,-28.950252,153.468779,2477.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6683 4563,Page,916,26,No,np,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6683 4196,No,Richmond Valley,Qtr 3,Qtr 1,1,wardell-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wardell Public School,Comprehensive,Kinder to Year 6,Not Selective,20 Richmond St,38,Wardell,"",2017,1867
Upper North Coast,1,Inner Regional Australia,-28.570833,153.426178,2482.00,3,9,No,Mid North Coast & Northern NSW,Ballina,No,6684 0040,Richmond,962,11,No,17,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6684 0132,No,Lismore,Qtr 3,Qtr 1,1,wilsonscrk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wilsons Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,Wilsons Creek Rd,57,Mullumbimby,"",2017,1908
Upper North Coast,1,Inner Regional Australia,-28.552011,153.505937,2482.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6684 1294,Richmond,1013,np,No,15,Byron (A),Northern NSW,July,February,Tamworth & Coffs Harbour,No,6684 2373,No,Lismore,Qtr 3,Qtr 1,1,mullumbimb-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mullumbimby Public School,Comprehensive,Kinder to Year 6,Not Selective,Morrison Ave,201,Mullumbimby,"",2017,1886
Upper North Coast,1,Inner Regional Australia,-28.558569,153.494604,2482.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6684 1993,Richmond,1000,6,No,12,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6684 2600,No,Lismore,Qtr 3,Qtr 1,1,mullumbimb-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Mullumbimby High School,Comprehensive,Year 7 to Year 12,Not Selective,9 Jubilee Ave,628,Mullumbimby,"",2017,1955
Upper North Coast,1,Inner Regional Australia,-28.498479,153.41241,2482.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6684 5527,Richmond,1058,np,No,27,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6684 5266,No,Lismore,Qtr 3,Qtr 1,1,mainarmup-p.school@det.nsw.edu.au,Co-Ed,Primary School,Main Arm Upper Public School,Comprehensive,Kinder to Year 6,Not Selective,1129 Main Arm Rd,103,Upper Main Arm,"",2017,1927
Upper North Coast,1,Inner Regional Australia,-28.523263,153.444576,2482.00,3,8,No,Mid North Coast & Northern NSW,Ballina,No,6684 5535,Richmond,1071,np,No,22,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6684 5229,No,Lismore,Qtr 3,Qtr 1,1,durrumbul-p.school@det.nsw.edu.au,Co-Ed,Primary School,Durrumbul Public School,Comprehensive,Kinder to Year 6,Not Selective,Durrumbul Rd,35,Durrumbul,"",2017,1900
Upper North Coast,1,Inner Regional Australia,-28.505414,153.479112,2483.00,3,2,No,Mid North Coast & Northern NSW,Ballina,No,6684 5536,Richmond,982,10,No,14,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6684 5226,No,Lismore,Qtr 3,Qtr 1,1,thepocket-p.school@det.nsw.edu.au,Co-Ed,Primary School,The Pocket Public School,Comprehensive,Kinder to Year 6,Not Selective,The Pocket Rd,58,The Pocket,"",2017,1900
Upper North Coast,1,Inner Regional Australia,-28.625696,153.487492,2479.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6684 7161,Richmond,1092,np,No,19,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6684 7281,No,Lismore,Qtr 3,Qtr 1,1,coorabell-p.school@det.nsw.edu.au,Co-Ed,Primary School,Coorabell Public School,Comprehensive,Kinder to Year 6,Not Selective,Mango Lane,131,Coorabell,"",2017,1891
Upper North Coast,1,Inner Regional Australia,-28.541343,153.550848,2483.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6685 1312,Richmond,1005,12,No,10,Byron (A),Northern NSW,July,July,Tamworth & Coffs Harbour,No,6685 1204,No,Lismore,Qtr 3,Qtr 3,1,brunswickh-p.school@det.nsw.edu.au,Co-Ed,Primary School,Brunswick Heads Public School,Comprehensive,Kinder to Year 6,Not Selective,Fingal St,148,Brunswick Heads,"",2017,1888
Upper North Coast,1,Inner Regional Australia,-28.667572,153.616057,2481.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6685 8119,Richmond,1045,4,No,11,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6685 8188,No,Lismore,Qtr 3,Qtr 1,1,byronbay-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Byron Bay High School,Comprehensive,Year 7 to Year 12,Not Selective,2 Arakwal Court,844,Byron Bay,"",2017,1987
Upper North Coast,1,Inner Regional Australia,-28.647416,153.614826,2481.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6685 8625,Richmond,1062,2,No,16,Byron (A),Northern NSW,July,August,Tamworth & Coffs Harbour,No,6685 6557,No,Lismore,Qtr 3,Qtr 3,1,byronbay-p.school@det.nsw.edu.au,Co-Ed,Primary School,Byron Bay Public School,Comprehensive,Kinder to Year 6,Not Selective,17 Kingsley St,667,Byron Bay,"",2017,1892
Upper North Coast,1,Inner Regional Australia,-28.869724,153.563707,2478.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6686 0692,Richmond,836,34,No,6,Ballina (A),Northern NSW,July,August,Tamworth & Coffs Harbour,No,6686 2205,No,Richmond Valley,Qtr 3,Qtr 3,1,ballina-p.school@det.nsw.edu.au,Co-Ed,Primary School,Ballina Public School,Comprehensive,Kinder to Year 6,Not Selective,48 Crane St,246,Ballina,"",2017,1861
Upper North Coast,1,Inner Regional Australia,-28.866603,153.565058,2478.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6686 4235,Richmond,890,22,No,5,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6686 2133,No,Richmond Valley,Qtr 3,Qtr 1,1,ballina-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Ballina High School,Comprehensive,Year 7 to Year 12,Not Selective,Cherry St,381.6,Ballina,"",2017,1956
Upper North Coast,1,Inner Regional Australia,-28.68554,153.525743,2479.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6687 2036,Richmond,1102,2,No,7,Byron (A),Northern NSW,July,October,Tamworth & Coffs Harbour,No,6687 1434,No,Lismore,Qtr 3,Qtr 4,1,bangalow-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bangalow Public School,Comprehensive,Kinder to Year 6,Not Selective,Byron St,291,Bangalow,"",2017,1884
Upper North Coast,1,Inner Regional Australia,-28.717114,153.533055,2479.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6687 2072,Richmond,1042,0,No,np,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6687 1343,No,Richmond Valley,Qtr 3,Qtr 1,1,newrybar-p.school@det.nsw.edu.au,Co-Ed,Primary School,Newrybar Public School,Comprehensive,Kinder to Year 6,Not Selective,Pacific Hwy,29,Newrybar,"",2017,1890
Upper North Coast,1,Inner Regional Australia,-28.794377,153.590695,2478.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6687 7082,Richmond,1052,3,No,10,Ballina (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6687 7230,No,Richmond Valley,Qtr 3,Qtr 1,1,lennoxhead-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lennox Head Public School,Comprehensive,Kinder to Year 6,Not Selective,25 Byron Street,348,Lennox Head,"",2017,1882
Upper North Coast,1,Inner Regional Australia,-28.794805,153.500671,2478.00,3,4,No,Mid North Coast & Northern NSW,Ballina,No,6687 8086,Richmond,1058,np,No,7,Ballina (A),Northern NSW,July,November,Tamworth & Coffs Harbour,No,6687 8210,No,Richmond Valley,Qtr 3,Qtr 4,1,teventint-p.school@det.nsw.edu.au,Co-Ed,Primary School,Teven-Tintenbar Public School,Comprehensive,Kinder to Year 6,Not Selective,Fredricks Lane,150,Tintenbar,"",2017,1988
Upper North Coast,1,Inner Regional Australia,-28.76765,153.498399,2479.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6687 8570,Richmond,1067,0,No,np,Ballina (A),Northern NSW,July,July,Tamworth & Coffs Harbour,No,6687 8267,No,Richmond Valley,Qtr 3,Qtr 3,1,fernleigh-p.school@det.nsw.edu.au,Co-Ed,Primary School,Fernleigh Public School,Comprehensive,Kinder to Year 6,Not Selective,451 Fernleigh Rd,19,Fernleigh,"",2017,1894
Upper North Coast,1,Inner Regional Australia,-28.607149,153.401937,2480.00,3,3,No,Mid North Coast & Northern NSW,Ballina,No,6688 2150,Richmond,1051,0,No,np,Byron (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6688 2128,No,Lismore,Qtr 3,Qtr 1,1,cooperscrk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Upper Coopers Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,Upper Coopers Creek Rd,9,Upper Coopers Creek,"",2017,1949
Upper North Coast,1,Inner Regional Australia,-28.687657,153.439223,2480.00,3,1,No,Mid North Coast & Northern NSW,Ballina,No,6688 4039,Richmond,1113,np,No,np,Byron (A),Northern NSW,July,October,Tamworth & Coffs Harbour,No,6688 4272,No,Lismore,Qtr 3,Qtr 4,1,eureka-p.school@det.nsw.edu.au,Co-Ed,Primary School,Eureka Public School,Comprehensive,Kinder to Year 6,Not Selective,Lismore-Brunswick River Rd,37,Eureka,"",2017,1887
Upper North Coast,1,Inner Regional Australia,-29.489242,153.233572,2463.00,3,1,No,Mid North Coast & Northern NSW,Clarence,No,02 6645 3220,Page,961,12,No,6,Clarence Valley (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,02 6645 2587,No,Clarence Valley,Qtr 3,Qtr 1,1,gulmarrad-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gulmarrad Public School,Comprehensive,Kinder to Year 6,Not Selective,466 Brooms Head Road,192,Gulmarrad,"",2017,1891
Upper North Coast,1,Inner Regional Australia,-29.682105,152.932509,2460.00,3,1,No,Mid North Coast & Northern NSW,Clarence,No,6642 3184,Page,941,12,No,3,Clarence Valley (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6642 3355,No,Clarence Valley,Qtr 3,Qtr 1,1,grafton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Grafton High School,Comprehensive,Year 7 to Year 12,Partially Selective,97 Mary Street,945.2,Grafton,"",2017,1912
Upper North Coast,1,Inner Regional Australia,-29.722447,152.94639,2460.00,3,13,No,Mid North Coast & Northern NSW,Clarence,No,6643 0020,Page,,83,No,np,Clarence Valley (A),Northern NSW,July,September,Tamworth & Coffs Harbour,No,6643 0008,No,Clarence Valley,Qtr 3,Qtr 3,1,induna-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Induna School,Comprehensive,Juvenile Justice establishment,Not Selective,57 Swallow Rd,35,South Grafton,"",2017,1999
Upper North Coast,1,Inner Regional Australia,-29.670687,152.929873,2460.00,3,1,No,Mid North Coast & Northern NSW,Clarence,No,6643 1679,Page,971,10,No,2,Clarence Valley (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6642 7466,No,Clarence Valley,Qtr 3,Qtr 1,1,westlawn-p.school@det.nsw.edu.au,Co-Ed,Primary School,Westlawn Public School,Comprehensive,Kinder to Year 6,Not Selective,North St,520,Grafton,"",2017,1955
Upper North Coast,1,Inner Regional Australia,-29.714229,152.929362,2460.00,3,7,No,Mid North Coast & Northern NSW,Clarence,No,6643 2027,Page,893,21,No,2,Clarence Valley (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6642 1466,No,Clarence Valley,Qtr 3,Qtr 1,1,sthgrafton-h.school@det.nsw.edu.au,Co-Ed,Secondary School,South Grafton High School,Comprehensive,Year 7 to Year 12,Not Selective,Tyson St,611.6,South Grafton,"",2017,1964
Upper North Coast,1,Inner Regional Australia,-29.724385,152.933824,2460.00,3,1,No,Mid North Coast & Northern NSW,Clarence,No,6643 2051,Page,762,66,No,7,Clarence Valley (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6642 2344,No,Clarence Valley,Qtr 3,Qtr 1,1,gillwinga-p.school@det.nsw.edu.au,Co-Ed,Primary School,Gillwinga Public School,Comprehensive,Kinder to Year 6,Not Selective,Hyde St,128,South Grafton,"",2017,1971
Upper North Coast,1,Inner Regional Australia,-29.709892,152.937126,2460.00,3,1,No,Mid North Coast & Northern NSW,Clarence,No,6643 2065,Page,917,19,No,4,Clarence Valley (A),Northern NSW,July,January,Tamworth & Coffs Harbour,Yes,6642 3388,No,Clarence Valley,Qtr 3,Qtr 1,1,sthgrafton-p.school@det.nsw.edu.au,Co-Ed,Primary School,South Grafton Public School,Comprehensive,Kinder to Year 6,Not Selective,Vere St,596,South Grafton,"",2017,1867
Upper North Coast,1,Inner Regional Australia,-29.68499,152.933325,2460.00,3,1,No,Mid North Coast & Northern NSW,Clarence,No,6643 2072,Page,932,18,No,3,Clarence Valley (A),Northern NSW,July,January,Tamworth & Coffs Harbour,No,6642 1000,No,Clarence Valley,Qtr 3,Qtr 1,1,grafton-p.school@det.nsw.edu.au,Co-Ed,Primary School,Grafton Public School,Comprehensive,Kinder to Year 6,Not Selective,Queen St,681,Grafton,"",2017,1852
