AECGRegion,AgeID,ASGSRemoteness,Year,Quarter,Month,Day,DistanceEducation,District,Electorate,EnglishCentre,Fax,FederalElectorate,Year,Quarter,Month,Day,ICSEA_Value,indigenous_pct,LateOpeningSchool,Average of Latitude,lbote_pct,lga,LocalHealthDistrict,OperationalDirectorate,Average of Longitude,OpportunityClass,Phone,Average of PostCode,preschool,PrincipalNetwork,SchoolCode,SchoolEmail,SchoolGender,SchoolLevel,SchoolName,SchoolSpecialtyType,SchoolSubtype,SelectiveSchool,Street,StudentNumber,Suburb,SupportClasses
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6682 6777,Page,1920,Qtr 1,January,10,916,14,No,-29.113492,2,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.424683,No,6682 6666,2473.00,No,Lismore,1,evansriver-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Evans River Community School,Comprehensive,Kinder to Year 12,Not Selective,Cypress Street,493.4,Evans Head,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6682 8136,Page,1881,Qtr 4,October,1,973,np,No,-29.002773,np,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.437279,No,6682 8226,2472.00,No,Lismore,1,broadwater-p.school@det.nsw.edu.au,Co-Ed,Primary School,Broadwater Public School,Comprehensive,Kinder to Year 6,Not Selective,Pacific Hwy,44,Broadwater,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Clarence,No,6683 2636,Page,1868,Qtr 2,June,1,806,41,No,-28.992589,np,Richmond Valley (A),Northern NSW,Tamworth & Coffs Harbour,153.282641,No,6683 2073,2471.00,No,Lismore,1,coraki-p.school@det.nsw.edu.au,Co-Ed,Primary School,Coraki Public School,Comprehensive,Kinder to Year 6,Not Selective,Adam St,94,Coraki,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,02 6629 5398,Page,1890,Qtr 3,August,1,1022,9,No,-28.854095,6,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.354412,No,02 6629 5220,2480.00,No,Richmond Valley,1,tregeagle-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tregeagle Public School,Comprehensive,Kinder to Year 6,Not Selective,808 Tregeagle Road,103,Tregeagle,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,02 6632 2590,Page,1955,Qtr 1,January,1,938,9,No,-28.625772,4,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,153.001529,No,02 6632 1300,2474.00,No,Richmond Valley,1,kyogle-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Kyogle High School,Comprehensive,Year 7 to Year 12,Not Selective,Summerland Way,375.6,Kyogle,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 0260,Page,1912,Qtr 1,January,5,990,np,No,-28.830799,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.231317,No,6621 4309,2480.00,No,Lismore,1,caniaba-p.school@det.nsw.edu.au,Co-Ed,Primary School,Caniaba Public School,Comprehensive,Kinder to Year 6,Not Selective,Caniaba Rd,76,Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 0560,Page,1942,Qtr 1,January,1,838,28,No,-28.821563,0,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.272498,No,6621 3259,2480.00,No,Lismore,1,albertpk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Albert Park Public School,Comprehensive,Kinder to Year 6,Not Selective,344 Keen Street,57,East Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 0680,Page,1978,Qtr 1,January,9,,31,No,-28.831923,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.293313,No,6621 7937,2480.00,No,Lismore,1,wilsonpark-s.school@det.nsw.edu.au,Co-Ed,Schools for Specific Purposes,Wilson Park School,Comprehensive,Medium / High Support needs,Not Selective,Wyrallah Rd,58,Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 1801,Page,1942,Qtr 1,January,1,936,18,No,-28.814289,8,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.2909,No,6621 5366,2480.00,No,Lismore,1,lismore-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lismore Public School,Comprehensive,Kinder to Year 6,Not Selective,Pound St,326,Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 2797,Page,1915,Qtr 1,January,1,906,12,No,-28.809502,3,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.262056,No,6621 3433,2480.00,Yes,Lismore,1,lismoresth-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lismore South Public School,Comprehensive,Kinder to Year 6,Not Selective,Phyllis St & Wilson St,225,South Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 2928,Page,1958,Qtr 1,January,1,971,8,No,-28.798765,6,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.279612,No,6621 3456,2480.00,No,Lismore,1,richmondri-h.school@det.nsw.edu.au,Co-Ed,Secondary School,"The Rivers Secondary College, Richmond River High Campus",Comprehensive,Year 7 to Year 12,Not Selective,Lake St,828.8,North Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 2940,Page,1920,Qtr 1,January,1,914,18,No,-28.820823,8,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.297294,No,6621 5185,2480.00,No,Lismore,1,lismore-h.school@det.nsw.edu.au,Co-Ed,Secondary School,"The Rivers Secondary College, Lismore High Campus",Comprehensive,Year 7 to Year 12,Not Selective,Dalley St,353.8,Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6622 2952,Page,1952,Qtr 1,January,1,972,12,No,-28.830301,7,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.293261,No,6621 3363,2480.00,No,Lismore,1,wyrallahrd-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wyrallah Road Public School,Comprehensive,Kinder to Year 6,Not Selective,152 Nielson St,526,Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6625 1072,Page,1879,Qtr 3,September,1,841,46,No,-28.818329,6,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.322306,Yes,6624 1444,2480.00,No,Lismore,1,goonellaba-p.school@det.nsw.edu.au,Co-Ed,Primary School,Goonellabah Public School,Comprehensive,Kinder to Year 6,Not Selective,595 Ballina Road,269,Goonellabah,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6625 2137,Page,1977,Qtr 1,January,1,955,14,No,-28.81788,7,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.33864,No,6624 3133,2480.00,No,Lismore,1,kadina-h.school@det.nsw.edu.au,Co-Ed,Secondary School,"The Rivers Secondary College, Kadina High Campus",Comprehensive,Year 7 to Year 12,Not Selective,Kadina St,495.2,Goonellabah,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6625 2154,Page,1956,Qtr 1,January,9,923,24,No,-28.806982,6,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.300641,No,6624 3344,2480.00,No,Lismore,1,lismorehts-p.school@det.nsw.edu.au,Co-Ed,Primary School,Lismore Heights Public School,Comprehensive,Kinder to Year 6,Not Selective,195 High St,231,Lismore Heights,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6628 2334,Page,1928,Qtr 1,January,8,1018,np,No,-28.730204,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.297192,No,6628 2234,2480.00,No,Richmond Valley,1,modanville-p.school@det.nsw.edu.au,Co-Ed,Primary School,Modanville Public School,Comprehensive,Kinder to Year 6,Not Selective,Dunoon Rd,83,Lismore,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6628 4131,Page,1889,Qtr 1,January,1,1035,np,No,-28.71315,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.362489,No,6628 4305,2480.00,No,Lismore,1,corndale-p.school@det.nsw.edu.au,Co-Ed,Primary School,Corndale Public School,Comprehensive,Kinder to Year 6,Not Selective,Corndale Rd,19,Corndale,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6628 4248,Page,1882,Qtr 1,January,1,1037,8,No,-28.766026,7,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.345835,No,6628 4223,2480.00,No,Lismore,1,bexhill-p.school@det.nsw.edu.au,Co-Ed,Primary School,Bexhill Public School,Comprehensive,Kinder to Year 6,Not Selective,12 Withers St,103,Bexhill,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6629 1027,Page,1884,Qtr 2,May,1,1081,np,No,-28.763663,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.408541,No,6629 1321,2480.00,No,Lismore,1,eltham-p.school@det.nsw.edu.au,Co-Ed,Primary School,Eltham Public School,Comprehensive,Kinder to Year 6,Not Selective,Boatharbour Rd,65,Eltham,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6629 1040,Page,1883,Qtr 2,April,1,1061,np,No,-28.724778,12,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.408852,No,6629 1278,2480.00,No,Lismore,1,clunes-p.school@det.nsw.edu.au,Co-Ed,Primary School,Clunes Public School,Comprehensive,Kinder to Year 6,Not Selective,Walker St,87,Clunes,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6629 3181,Page,1868,Qtr 1,March,1,1002,np,No,-28.763426,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.229992,No,6629 3263,2480.00,No,Richmond Valley,1,blakebrook-p.school@det.nsw.edu.au,Co-Ed,Primary School,Blakebrook Public School,Comprehensive,Kinder to Year 6,Not Selective,Rosehill Rd,94,Blakebrook,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6629 8497,Page,1867,Qtr 1,January,1,903,np,No,-28.890407,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.305718,No,6629 8246,2480.00,No,Lismore,1,wyrallah-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wyrallah Public School,Comprehensive,Kinder to Year 6,Not Selective,Breckenridge St,29,Wyrallah,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6632 2579,Page,1895,Qtr 2,April,1,929,12,No,-28.625165,3,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,153.003916,No,6632 1200,2474.00,No,Richmond Valley,1,kyogle-p.school@det.nsw.edu.au,Co-Ed,Primary School,Kyogle Public School,Comprehensive,Kinder to Year 6,Not Selective,192 Summerland Way,315,Kyogle,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6633 1331,Page,1918,Qtr 1,January,9,1076,0,No,-28.489297,np,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,153.022547,No,6633 1278,2474.00,No,Richmond Valley,1,collinsck-p.school@det.nsw.edu.au,Co-Ed,Primary School,Collins Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,480 Collins Valley Road,14,Collins Creek,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6633 3247,Page,1919,Qtr 1,January,1,960,0,No,-28.582276,np,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,152.817857,No,6633 3163,2474.00,No,Richmond Valley,1,afterlee-p.school@det.nsw.edu.au,Co-Ed,Primary School,Afterlee Public School,Comprehensive,Kinder to Year 6,Not Selective,2089 Afterlee Road,16,Afterlee,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6636 2129,Page,1908,Qtr 1,January,3,969,np,No,-28.511356,0,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,152.965535,No,6636 2163,2474.00,No,Richmond Valley,1,wiangaree-p.school@det.nsw.edu.au,Co-Ed,Primary School,Wiangaree Public School,Comprehensive,Kinder to Year 6,Not Selective,Kunghur Street,23,Wiangaree,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6636 6110,Page,1908,Qtr 1,January,9,1014,np,No,-28.476943,np,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,152.93397,No,6636 6127,2474.00,No,Richmond Valley,1,therisk-p.school@det.nsw.edu.au,Co-Ed,Primary School,The Risk Public School,Comprehensive,Kinder to Year 6,Not Selective,Kyogle-Woodenbong Rd,27,The Risk,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6664 7323,Page,1901,Qtr 1,January,8,929,np,No,-28.848015,0,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,152.801645,No,6664 7205,2469.00,No,Clarence Valley,1,mummulgum-p.school@det.nsw.edu.au,Co-Ed,Primary School,Mummulgum Public School,Comprehensive,Kinder to Year 6,Not Selective,Bruxner Hwy,20,Mummulgum,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6667 1139,Page,1930,Qtr 1,January,7,960,0,No,-28.724771,0,Kyogle (A),Northern NSW,Tamworth & Coffs Harbour,152.875958,No,6667 1102,2470.00,No,Clarence Valley,1,doubtfulcreek-p.school@det.nsw.edu.au,Co-Ed,Primary School,Doubtful Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,2436 Sextonville Rd,11,Doubtful Creek,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6672 1008,Richmond,1872,Qtr 1,January,1,954,10,No,-28.329886,6,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.391139,No,6672 1467,2484.00,No,Tweed,1,murwillumb-p.school@det.nsw.edu.au,Co-Ed,Primary School,Murwillumbah Public School,Comprehensive,Kinder to Year 6,Not Selective,Prince St,268,Murwillumbah,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6672 5510,Richmond,1929,Qtr 1,January,1,950,8,No,-28.336032,5,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.391648,No,6672 1566,2484.00,No,Tweed,1,murwillumb-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Murwillumbah High School,Comprehensive,Year 7 to Year 12,Not Selective,Riverview St,505,Murwillumbah,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6672 5583,Richmond,1958,Qtr 1,January,6,948,11,No,-28.320856,9,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.405267,No,6672 6781,2484.00,No,Tweed,1,murwillume-p.school@det.nsw.edu.au,Co-Ed,Primary School,Murwillumbah East Public School,Comprehensive,Kinder to Year 6,Not Selective,Charles St,305,Murwillumbah,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6672 5967,Richmond,1893,Qtr 3,August,1,980,0,No,-28.289681,0,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.382374,No,6672 2174,2484.00,No,Tweed,1,dungay-p.school@det.nsw.edu.au,Co-Ed,Primary School,Dungay Public School,Comprehensive,Kinder to Year 6,Not Selective,305 Tomewin Rd,53,Dungay,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6672 6056,Richmond,1995,Qtr 1,January,28,966,7,No,-28.333658,7,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.362515,No,6672 5121,2484.00,No,Tweed,1,wollumbin-h.school@det.nsw.edu.au,Co-Ed,Secondary School,Wollumbin High School,Comprehensive,Year 7 to Year 12,Not Selective,North Arm Rd,475.6,Murwillumbah,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6677 9454,Richmond,1917,Qtr 1,January,1,911,18,No,-28.393823,21,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.404371,No,6677 9236,2484.00,No,Tweed,1,stokerssid-p.school@det.nsw.edu.au,Co-Ed,Primary School,Stokers Siding Public School,Comprehensive,Kinder to Year 6,Not Selective,Old Pacific Hwy,45,Stokers Siding,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6679 1207,Richmond,1904,Qtr 1,January,2,923,np,No,-28.311937,np,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.275569,No,6679 1255,2484.00,No,Tweed,1,chillingha-p.school@det.nsw.edu.au,Co-Ed,Primary School,Chillingham Public School,Comprehensive,Kinder to Year 6,Not Selective,1420 Numinbah Rd,40,Chillingham,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6679 1539,Richmond,1895,Qtr 1,March,1,991,np,No,-28.31214,7,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.32596,No,6679 1223,2484.00,No,Tweed,1,crystalcrk-p.school@det.nsw.edu.au,Co-Ed,Primary School,Crystal Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,RMB 321 Numinbah Road,90,Crystal Creek,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6679 3497,Richmond,1907,Qtr 1,January,9,927,16,No,-28.354475,np,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.204978,No,6679 3300,2484.00,No,Tweed,1,tyalgum-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tyalgum Public School,Comprehensive,Kinder to Year 6,Not Selective,Coolman St,45,Tyalgum,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6679 5448,Richmond,1895,Qtr 1,January,1,977,5,No,-28.415027,12,Tweed (A),Northern NSW,Tamworth & Coffs Harbour,153.334263,No,6679 5128,2484.00,No,Tweed,1,uki-p.school@det.nsw.edu.au,Co-Ed,Primary School,Uki Public School,Comprehensive,Kinder to Year 6,Not Selective,1463 Kyogle Road,148,Uki,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6688 0189,Page,1922,Qtr 1,January,5,916,np,No,-28.648612,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.114765,No,6688 0133,2480.00,No,Richmond Valley,1,larnook-p.school@det.nsw.edu.au,Co-Ed,Primary School,Larnook Public School,Comprehensive,Kinder to Year 6,Not Selective,1282 Cawongla Road,30,Larnook,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6688 2281,Page,1891,Qtr 2,April,1,1065,np,No,-28.678336,13,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.388262,No,6688 2126,2480.00,No,Lismore,1,rosebank-p.school@det.nsw.edu.au,Co-Ed,Primary School,Rosebank Public School,Comprehensive,Kinder to Year 6,Not Selective,Lismore-Mullumbimby Rd,44,Rosebank,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6688 6273,Page,1909,Qtr 1,January,1,1091,np,No,-28.675099,15,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.280288,No,6688 6236,2480.00,No,Richmond Valley,1,thechannon-p.school@det.nsw.edu.au,Co-Ed,Primary School,The Channon Public School,Comprehensive,Kinder to Year 6,Not Selective,Standing St,45,The Channon,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6688 6397,Page,1923,Qtr 1,January,1,916,np,No,-28.63176,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.266152,No,6688 6212,2480.00,No,Richmond Valley,1,tuntableck-p.school@det.nsw.edu.au,Co-Ed,Primary School,Tuntable Creek Public School,Comprehensive,Kinder to Year 6,Not Selective,The Channon,14,Tuntable Creek,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6688 8360,Page,1885,Qtr 2,May,1,1008,17,No,-28.677986,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.181368,No,6688 8221,2480.00,No,Richmond Valley,1,jiggi-p.school@det.nsw.edu.au,Co-Ed,Primary School,Jiggi Public School,Comprehensive,Kinder to Year 6,Not Selective,Jiggi-Nimbin Rd,35,Jiggi,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6689 1035,Page,1891,Qtr 3,September,1,942,17,No,-28.595871,13,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.220891,No,6689 1355,2480.00,No,Richmond Valley,1,nimbin-c.school@det.nsw.edu.au,Co-Ed,Central/Community School,Nimbin Central School,Comprehensive,Kinder to Year 12,Not Selective,23a Thorburn St,198.8,Nimbin,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6689 5041,Page,1910,Qtr 1,January,9,1015,0,No,-28.638212,np,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.314317,No,6689 5240,2480.00,No,Richmond Valley,1,whianwhian-p.school@det.nsw.edu.au,Co-Ed,Primary School,Whian Whian Public School,Comprehensive,Kinder to Year 6,Not Selective,Whian Whian Rd,18,Whian Whian,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6689 5042,Page,1977,Qtr 1,January,1,,,No,-28.656556,,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.35174,No,6689 5286,2480.00,No,Richmond Valley,1,dorroughby-e.school@det.nsw.edu.au,Co-Ed,Environmental Education Centre,Dorroughby Environmental Education Centre,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),Not Selective,2101 Dunoon Rd,,Dorroughby,
Upper North Coast,1,Inner Regional Australia,2017,Qtr 3,July,3,No,Mid North Coast & Northern NSW,Lismore,No,6689 5350,Page,1884,Qtr 3,July,1,1056,np,No,-28.686735,15,Lismore (C),Northern NSW,Tamworth & Coffs Harbour,153.315495,No,6689 5208,2480.00,No,Richmond Valley,1,dunoon-p.school@det.nsw.edu.au,Co-Ed,Primary School,Dunoon Public School,Comprehensive,Kinder to Year 6,Not Selective,James St,80,Dunoon,
